Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Name,CTS Full Descriptor,Bond Type,Type of Issuer,Use of Proceed,Principal Currency,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Czech Rep.,CZ,CZE,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.888926071,0.522897689,1.045795378,0.522897689
Czech Rep.,CZ,CZE,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.522247754,0.522897689
Czech Rep.,CZ,CZE,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.627477227,,0.784346534
Denmark,DK,DNK,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,0.594232501,,1.83134225,0.784346534,11.38746505,1.650592003,10.232456904,18.382964784,12.462985668,9.270028964
Denmark,DK,DNK,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,2.278019357,2.548043203,
Denmark,DK,DNK,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.522897689,2.697544061,0.522897689
Dominican Rep.,DO,DOM,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.6,,,
Ecuador,EC,ECU,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.8,,,,
Ecuador,EC,ECU,Sovereign Social Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.8,,,,
"Egypt, Arab Rep. of",EG,EGY,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.5,,,,
"Egypt, Arab Rep. of",EG,EGY,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.5,,,,
"Egypt, Arab Rep. of",EG,EGY,Sovereign Sustainability Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.482751962,
"Egypt, Arab Rep. of",EG,EGY,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.482751962,
"Estonia, Rep. of",EE,EST,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,0.0680448,,,,,,,,,4.601499669
"Fiji, Rep. of",FJ,FJI,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,0.042924034,,,,,,0.008604,
"Fiji, Rep. of",FJ,FJI,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,0.042924034,,,,,,0.008604,
Finland,FI,FIN,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,0.241508848,0.094151986,0.047044654,0.228554026,0.55443584,0.827971093,3.024749905,2.237908931,0.65898729,3.60786826,2.995009498,4.990887419,6.419266302,8.621063921,8.513847406
Finland,FI,FIN,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,3.833420044,1.200544947,0.724637681,0.1,0.337265636
Finland,FI,FIN,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.104579537,,,
Finland,FI,FIN,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.643164157,1.254954451,0.062747722
France,FR,FRA,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,0.599701466,2.002067165,5.563596238,8.275608843,5.119763873,51.697135239,10.494366017,28.522074881,29.104833157,56.068086411,30.331474182,31.355401046,36.035288899
France,FR,FRA,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,0.680458432,,,,,0.948098122,3.020319046,2.436866054,52.467561112,80.399435963,57.953463794,46.917559785,27.016385306
France,FR,FRA,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,36.71787578,,,,24.963135712,7.413643446,,10.37115278
France,FR,FRA,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,0.052874803,,,,,,0.627477227,0.522897689,0.679766996,0.90755221,0.732056764,1.585074647,3.974022439,8.982957871,11.121091669,10.082188803,6.009762028
France,FR,FRA,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.921071956,11.803202442,9.714152563,7.148011409,3.10318235
Georgia,GE,GEO,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.5,1.0,,,0.6
Germany,DE,DEU,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,0.104579537,,,,,0.308128426,3.624939757,6.608367079,4.183608237,7.969021248,6.391797287,19.796767081,45.624340065,75.081375336,81.630701978,67.338305285,58.830030265
Germany,DE,DEU,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.104970345,0.522897689,0.522897689,1.317702175,2.32166574,4.687843624,6.216958418,3.850934323,5.908743887
Germany,DE,DEU,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,19.347214523,22.746049507,9.412158417,21.438805282,5.751874588
Germany,DE,DEU,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,0.314911037,0.784346534,1.665830207,1.908576567,2.117735643,8.517623355,3.100783299,4.764405711,3.660283828,2.98051683,1.307244224
Germany,DE,DEU,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,4.145348022,2.039300988,2.562859156,6.083181512
Greece,GR,GRC,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,0.156869306,0.522897689,1.485029436,0.240532937,,3.032806598
Greece,GR,GRC,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,1.778264942,,,
Guatemala,GT,GTM,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.0,,,,
Guatemala,GT,GTM,Sovereign Social Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.0,,,,
Guatemala,GT,GTM,Sovereign Sustainability Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.8
Guatemala,GT,GTM,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.8
Guernsey,GG,GGY,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,0.023702094,0.527216813,0.05054679,,,0.66978969
Guinea-Bissau,GW,GNB,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.041062801,0.143096764,0.102941749,,
Guinea-Bissau,GW,GNB,Sovereign Social Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.041062801,0.143096764,0.102941749,,
Honduras,HN,HND,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.057210648,,,0.375,,0.245070736,0.406897434,0.065102536,
Honduras,HN,HND,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.091486364,1.471609691,0.34810908,3.1346748,0.489955903
Honduras,HN,HND,Sovereign Sustainability Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.4
Honduras,HN,HND,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.432983162
Hungary,HU,HUN,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.966018255,1.300267433,3.77605325,1.307030649,2.62319633
Hungary,HU,HUN,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.702660514,0.606472036,2.649381094,,1.577400952
Hungary,HU,HUN,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.5
Iceland,IS,ISL,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,0.029464606,,0.78791398,1.166918147,0.477570942,0.360797436,1.595922068
Iceland,IS,ISL,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.052289768
Iceland,IS,ISL,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.784346534
Iceland,IS,ISL,Sovereign Social Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.052289768
Iceland,IS,ISL,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,0.314729332,,0.313738613,,
India,IN,IND,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,0.721164751,0.687070514,2.022929623,,3.53225286,0.934276147,4.609817069,1.229101575,4.660998933,9.109669136
India,IN,IND,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,1.0,1.45,0.991083227,0.120204249,3.2
India,IN,IND,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,3.003280504,3.661391442
India,IN,IND,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,1.2,,2.0,0.75
India,IN,IND,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,2.4,0.8,,
Indonesia,ID,IDN,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,2.530712529,1.592018909,1.841711755,1.815159155,6.113564992,3.86748972,6.175553343
Indonesia,ID,IDN,Social Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.042879019,0.653420077
Indonesia,ID,IDN,Sovereign Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,0.138341241,0.167109234
Indonesia,ID,IDN,Sovereign Social Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.186391056
Indonesia,ID,IDN,Sovereign Sustainability Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.522897689,,,0.784346534
Indonesia,ID,IDN,Sustainability Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,0.5,,0.972897689,,,0.804910337
Indonesia,ID,IDN,Sustainability Linked Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,0.35,,,
Ireland,IE,IRL,Green Bond Issuances by Country,Refinitiv; Country authorities; IMF staff calculations.,ECFFI,Green Bonds Issuances,"Environment, Climate Change, Climate Finance, Green Bonds, Green Bonds Issuances ",Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,7.476212931,1.254954454,2.22282495,9.242235072,5.670488669,9.253397951,11.400070336
